"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, date, temporal, numeric"
"float, date, temporal, numeric"
"float, date, temporal, numeric"
"float, date, temporal, numeric"
"float, date, temporal, numeric"
"float, date, temporal, numeric"
"float, date, temporal, numeric"
"float, date, temporal, numeric"
"float, date, temporal, numeric"
"float, date, temporal, numeric"
"float, date, temporal, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
"float, numeric"
